Geography [note 1],Date,Units,BodyType,Up to 1 year,1 up to 2 years,2 up to 3 years,3 up to 4 years,4 up to 5 years,5 up to 6 years,6 up to 10 years,10 up to 13 years,13 years and over,Unknown [note 2],Total,Average age since first use (years)
England,1994 Q4 (end December),Thousands,Buses and coaches,7.8,6.7,6.7,7,9.2,10.7,32.5,16,25.7,3.1,125.4,8.7
England,1995 Q4 (end December),Thousands,Buses and coaches,9.8,8,6.6,6.7,6.8,9,34.4,16.2,25.1,3.3,125.8,8.7
England,1996 Q4 (end December),Thousands,Buses and coaches,10,9.6,7.9,6.5,6.5,6.5,35.2,16.8,26.8,3.6,129.4,8.8
England,1997 Q4 (end December),Thousands,Buses and coaches,10.3,9.8,9.6,7.9,6.5,6.4,32.9,17.4,27.5,3.8,132,8.8
England,1998 Q4 (end December),Thousands,Buses and coaches,11.3,10.1,10,9.7,7.8,6.3,29.2,18.3,27.1,3.9,133.6,8.7
England,1999 Q4 (end December),Thousands,Buses and coaches,11.2,11,10.1,10.2,9.9,7.9,26.2,20.8,27.7,4.2,139.1,8.6
England,2000 Q4 (end December),Thousands,Buses and coaches,10.8,11,11.1,10.4,10.4,10,26,21.6,27.9,4.4,143.6,8.6
England,2001 Q4 (end December),Thousands,Buses and coaches,8.7,10.4,10.7,11.2,10.4,10.1,29.2,19.1,28.4,4.4,142.5,8.7
England,2002 Q4 (end December),Thousands,Buses and coaches,10.5,8.6,10.2,10.9,11.2,10.2,32.5,15.8,29.8,4.4,143.9,8.7
England,2003 Q4 (end December),Thousands,Buses and coaches,11.2,10.2,8.3,10.1,10.9,10.9,35.4,14,29.5,4.4,145,8.6
England,2004 Q4 (end December),Thousands,Buses and coaches,10.9,11.1,9.9,8.5,10.2,10.6,37.8,15.2,27.4,4.6,146.3,8.5
England,2005 Q4 (end December),Thousands,Buses and coaches,10.4,10.6,10.8,10,8.6,10,38.7,17.7,26.1,4.5,147.4,8.6
England,2006 Q4 (end December),Thousands,Buses and coaches,9.8,10.1,10.5,10.9,10,8.4,38.5,19.3,24.4,4.3,146.2,8.6
England,2007 Q4 (end December),Thousands,Buses and coaches,9.7,9.6,9.8,10.2,10.7,9.8,36.7,21,24.5,4,146,8.7
England,2008 Q4 (end December),Thousands,Buses and coaches,9.7,9.3,9.5,9.8,10.3,10.5,35.7,21.6,24.9,3.8,145.3,8.8
England,2009 Q4 (end December),Thousands,Buses and coaches,8,9.7,9.5,9.6,9.8,10.2,35.8,22.3,25.8,3.7,144.3,8.9
England,2010 Q4 (end December),Thousands,Buses and coaches,7,7.8,9.5,9.2,9.4,9.6,36.4,22,26.9,4.4,142.1,9.2
England,2011 Q4 (end December),Thousands,Buses and coaches,7.1,7.2,7.7,9.3,9.2,9.3,37.3,19.8,28.3,4.2,139.4,9.4
England,2012 Q4 (end December),Thousands,Buses and coaches,8.2,7.1,7,7.6,9.2,9.1,37.3,20.2,28.8,3.9,138.6,9.5
England,2013 Q4 (end December),Thousands,Buses and coaches,7.3,8.1,7.1,6.9,7.5,9.1,36.2,21.8,29.3,3.8,137.2,9.7
England,2014 Q4 (end December),Thousands,Buses and coaches,6.8,7.2,8,6.9,6.9,7.4,35.7,23.4,29.9,3.8,135.9,9.9
England,2015 Q4 (end December),Thousands,Buses and coaches,7.6,6.7,7.1,7.8,6.9,6.7,33.6,23.3,31.9,4,135.6,10.1
England,2016 Q4 (end December),Thousands,Buses and coaches,8.2,7.5,6.7,7,7.7,6.7,31.1,23.1,33.9,4.1,135.8,10.2
England,2017 Q4 (end December),Thousands,Buses and coaches,7.1,8,7.3,6.5,6.8,7.3,28.5,22.6,34.8,4,132.9,10.4
England,2018 Q4 (end December),Thousands,Buses and coaches,6.6,6.9,7.8,7.2,6.3,6.5,26.5,22.3,35.8,3.8,129.7,10.7
England,2019 Q4 (end December),Thousands,Buses and coaches,5.8,6.5,6.8,7.7,7.1,6.1,25.6,20.9,37,3.7,127.2,10.9
England,2020 Q4 (end December),Thousands,Buses and coaches,4.1,5.3,6,6.2,6.9,6.1,23.4,18,35.4,3.4,114.8,11.2
England,2021 Q4 (end December),Thousands,Buses and coaches,3.3,4,5.6,6.4,6.6,7.3,24.8,16.8,39.1,3.4,117.4,11.7
England,2022 Q4 (end December),Thousands,Buses and coaches,3.3,3.3,4,5.6,6.4,6.5,25.6,16.8,40.5,3.3,115.3,12.1
England,2023 Q4 (end December),Thousands,Buses and coaches,4.7,3.2,3.3,4,5.6,6.2,26,16.9,40.9,3.2,114,12.4
England,2024 Q4 (end December),Thousands,Buses and coaches,8.2,5,3.2,3.2,3.9,5.4,25.6,16.8,41,3.2,115.4,12.2
England,2025 Q4 (end December),Thousands,Buses and coaches,8.2,8,4.8,3.1,3.1,3.7,24.1,16.7,41,3,115.9,12
England,1994 Q4 (end December),Thousands,Cars,"1,474.70","1,386.30","1,216.00","1,183.50","1,490.80","1,708.40","5,539.30","2,477.20","1,158.90",374.7,"18,009.70",6.7
England,1995 Q4 (end December),Thousands,Cars,"1,493.80","1,482.10","1,360.40","1,176.90","1,186.10","1,472.60","5,742.80","2,639.40","1,281.40",376.8,"18,212.10",6.8
England,1996 Q4 (end December),Thousands,Cars,"1,573.40","1,484.50","1,458.90","1,321.10","1,182.70","1,175.30","5,945.60","2,811.50","1,616.20",395.3,"18,964.60",7.1
England,1997 Q4 (end December),Thousands,Cars,"1,690.20","1,557.90","1,480.50","1,423.90","1,326.40","1,173.70","5,641.60","3,014.10","1,824.90",409.3,"19,542.50",7.1
England,1998 Q4 (end December),Thousands,Cars,"1,762.80","1,679.20","1,555.00","1,459.60","1,434.80","1,320.10","5,193.10","3,206.30","1,946.60",443.8,"20,001.20",7.1
England,1999 Q4 (end December),Thousands,Cars,"1,761.70","1,759.50","1,683.50","1,537.40","1,474.00","1,431.40","4,872.20","3,443.70","2,025.50",483.4,"20,472.40",7.1
England,2000 Q4 (end December),Thousands,Cars,"1,870.60","1,777.20","1,781.20","1,666.90","1,556.00","1,468.40","4,859.60","3,421.00","2,107.20",506.9,"21,014.80",7
England,2001 Q4 (end December),Thousands,Cars,"2,067.30","1,849.40","1,760.90","1,723.20","1,667.70","1,542.40","5,139.90","3,042.10","2,227.40",521,"21,541.20",6.9
England,2002 Q4 (end December),Thousands,Cars,"2,137.70","2,052.80","1,825.40","1,716.40","1,730.20","1,652.30","5,448.80","2,648.10","2,311.70",529.4,"22,052.70",6.8
England,2003 Q4 (end December),Thousands,Cars,"2,068.20","2,117.90","2,005.60","1,759.00","1,709.40","1,704.10","5,694.90","2,538.40","2,232.60",552.7,"22,382.80",6.7
England,2004 Q4 (end December),Thousands,Cars,"2,015.20","2,067.50","2,091.50","1,975.30","1,783.60","1,700.50","5,966.10","2,685.90","2,063.20",575,"22,923.80",6.7
England,2005 Q4 (end December),Thousands,Cars,"1,924.40","2,027.50","2,059.80","2,059.60","1,995.20","1,779.40","6,194.50","2,847.70","1,958.10",581.6,"23,427.80",6.7
England,2006 Q4 (end December),Thousands,Cars,"1,806.80","1,903.40","1,998.80","2,004.10","2,058.00","1,973.20","6,358.50","2,886.30","1,910.40",565.4,"23,464.70",6.8
England,2007 Q4 (end December),Thousands,Cars,"1,842.70","1,805.20","1,879.30","1,946.70","2,007.70","2,042.80","6,679.30","3,042.50","1,977.80",551.8,"23,775.80",6.9
England,2008 Q4 (end December),Thousands,Cars,"1,665.80","1,860.90","1,811.40","1,848.30","1,971.00","2,002.30","7,049.90","3,219.30","2,046.70",521.1,"23,996.60",7
England,2009 Q4 (end December),Thousands,Cars,"1,575.50","1,654.40","1,851.00","1,770.40","1,865.30","1,966.60","7,392.40","3,324.50","2,148.80",489.4,"24,038.40",7.2
England,2010 Q4 (end December),Thousands,Cars,"1,591.60","1,537.80","1,619.80","1,803.80","1,775.00","1,843.90","7,571.50","3,540.40","2,312.30",501.9,"24,098.00",7.4
England,2011 Q4 (end December),Thousands,Cars,"1,518.00","1,564.70","1,520.40","1,577.40","1,822.30","1,773.20","7,490.50","3,944.40","2,488.20",468.6,"24,167.80",7.6
England,2012 Q4 (end December),Thousands,Cars,"1,601.00","1,491.00","1,537.70","1,479.60","1,596.70","1,818.80","7,269.30","4,360.70","2,747.50",440.7,"24,342.80",7.8
England,2013 Q4 (end December),Thousands,Cars,"1,791.20","1,574.80","1,469.20","1,498.20","1,504.50","1,591.60","7,116.00","4,647.70","3,071.10",417.8,"24,682.00",7.9
England,2014 Q4 (end December),Thousands,Cars,"1,960.90","1,746.70","1,537.70","1,409.40","1,513.30","1,494.50","6,757.90","4,733.00","3,537.30",400.4,"25,091.20",8
England,2015 Q4 (end December),Thousands,Cars,"2,088.40","1,913.40","1,701.40","1,487.90","1,434.40","1,503.50","6,399.80","4,625.80","4,067.80",385.2,"25,607.50",8.1
England,2016 Q4 (end December),Thousands,Cars,"2,160.10","2,055.50","1,878.40","1,656.50","1,516.90","1,431.30","6,166.80","4,516.90","4,531.00",369.9,"26,283.30",8.1
England,2017 Q4 (end December),Thousands,Cars,"2,022.10","2,110.60","2,003.70","1,809.40","1,682.20","1,508.90","5,802.40","4,448.90","4,837.70",349.5,"26,575.30",8.1
England,2018 Q4 (end December),Thousands,Cars,"1,898.40","1,994.10","2,048.90","1,924.50","1,832.70","1,670.80","5,748.10","4,275.80","5,105.80",340.1,"26,839.20",8.2
England,2019 Q4 (end December),Thousands,Cars,"1,853.40","1,852.40","1,940.20","1,974.70","1,953.40","1,826.20","5,934.40","4,093.30","5,383.60",334.5,"27,146.10",8.3
England,2020 Q4 (end December),Thousands,Cars,"1,335.00","1,793.90","1,789.60","1,827.80","1,989.20","1,950.60","6,276.40","3,949.40","5,799.30",324.8,"27,036.10",8.7
England,2021 Q4 (end December),Thousands,Cars,"1,364.50","1,298.00","1,761.70","1,721.20","1,867.80","1,994.50","6,827.90","3,917.40","6,045.70",325.6,"27,124.30",8.9
England,2022 Q4 (end December),Thousands,Cars,"1,337.30","1,316.80","1,268.10","1,712.20","1,760.40","1,883.30","7,332.50","3,991.70","6,453.40",332.8,"27,388.50",9.3
England,2023 Q4 (end December),Thousands,Cars,"1,564.40","1,288.80","1,282.90","1,199.00","1,724.50","1,761.10","7,539.90","4,187.20","6,832.20",342,"27,721.90",9.5
England,2024 Q4 (end December),Thousands,Cars,"1,588.70","1,508.20","1,253.70","1,222.60","1,222.90","1,727.00","7,482.90","4,594.30","7,095.10",356.4,"28,051.70",9.7
England,2025 Q4 (end December),Thousands,Cars,"1,649.20","1,543.50","1,472.10","1,195.50","1,240.50","1,228.00","7,270.10","5,055.90","7,468.80",377.1,"28,500.70",9.9
England,1994 Q4 (end December),Thousands,Heavy goods vehicles,32.5,25.2,22.8,21.7,30,41.8,115.2,37.1,27.5,2.2,355.8,6.6
England,1995 Q4 (end December),Thousands,Heavy goods vehicles,39.2,32.5,24.4,21.7,20.9,28,119.4,41.8,27.4,4,359.2,6.5
England,1996 Q4 (end December),Thousands,Heavy goods vehicles,37.3,38.8,31.1,23,20.5,19.1,116.3,44.5,31.6,4.2,366.5,6.6
England,1997 Q4 (end December),Thousands,Heavy goods vehicles,35.8,39.2,37.9,30.2,21.9,18.9,102.6,48.3,35.8,4.2,374.9,6.7
England,1998 Q4 (end December),Thousands,Heavy goods vehicles,44.4,37.8,36.9,34.9,27.6,19.7,82.3,54.1,39.9,4.3,382,6.6
England,1999 Q4 (end December),Thousands,Heavy goods vehicles,43.7,44.3,34.8,34.5,33.7,26.1,69.2,61.8,44.1,4.5,396.7,6.6
England,2000 Q4 (end December),Thousands,Heavy goods vehicles,46.1,42.7,42.4,33.1,33.1,31.1,70.4,57.6,48.9,4.8,410.1,6.6
England,2001 Q4 (end December),Thousands,Heavy goods vehicles,46.8,44.9,40.8,39,31,29.5,79.9,43.3,54.8,5.1,415.2,6.5
England,2002 Q4 (end December),Thousands,Heavy goods vehicles,43.8,45.8,43.2,38.3,36.2,28.6,87.4,32.1,60.1,5.4,421,6.5
England,2003 Q4 (end December),Thousands,Heavy goods vehicles,46.3,42.4,43.7,39.2,36.3,32.6,91.2,28.9,59.6,5.8,426,6.5
England,2004 Q4 (end December),Thousands,Heavy goods vehicles,47.4,45.4,41.6,40.5,37.8,32,95,33.2,56.9,6.2,436.2,6.5
England,2005 Q4 (end December),Thousands,Heavy goods vehicles,49.4,46.4,44,37.8,36.7,32.2,94.1,38.1,53.5,6.4,438.6,6.5
England,2006 Q4 (end December),Thousands,Heavy goods vehicles,46.5,48.3,45.1,39.8,34.6,32.1,94,40.1,50.6,6.5,437.6,6.5
England,2007 Q4 (end December),Thousands,Heavy goods vehicles,40,45.5,47.2,42.4,38.1,31.5,97.1,39.8,50.9,7,439.5,6.6
England,2008 Q4 (end December),Thousands,Heavy goods vehicles,45,38.8,43.7,43.1,37.7,31.9,91.6,38.3,49.6,7.3,427.1,6.6
England,2009 Q4 (end December),Thousands,Heavy goods vehicles,26,44.4,38.2,41.6,40.4,33.3,92.4,37.9,49.7,7.5,411.3,6.9
England,2010 Q4 (end December),Thousands,Heavy goods vehicles,25.8,25.6,43.4,36.4,39.9,36.5,98.5,39.6,50.1,7.9,403.8,7.1
England,2011 Q4 (end December),Thousands,Heavy goods vehicles,35.3,25.3,25.2,41.4,35.3,35,100.9,39.7,52.7,8.5,399.2,7.3
England,2012 Q4 (end December),Thousands,Heavy goods vehicles,36.5,34.8,24.5,24,38.5,32.1,103.5,40.2,53.6,8.4,396.1,7.3
England,2013 Q4 (end December),Thousands,Heavy goods vehicles,45.1,35.7,33.6,23,22.7,34.8,103.3,41.5,55.3,8.3,403.3,7.2
England,2014 Q4 (end December),Thousands,Heavy goods vehicles,32.3,46.2,35.2,31.7,22.1,20.8,108.5,44,57.8,8.8,407.2,7.4
England,2015 Q4 (end December),Thousands,Heavy goods vehicles,42.4,31.9,44.8,33,29,19.6,97,48.1,60.5,8.9,415.2,7.4
England,2016 Q4 (end December),Thousands,Heavy goods vehicles,43.2,41.7,31.2,43.3,31.1,25.8,85.8,51.3,64.5,8.9,427,7.4
England,2017 Q4 (end December),Thousands,Heavy goods vehicles,43.8,42.7,40.4,29.8,40.9,26.8,79.3,51,68.2,8.9,431.8,7.4
England,2018 Q4 (end December),Thousands,Heavy goods vehicles,41.9,43.5,42.2,38.4,28.2,36,72.1,50.8,71.3,8.6,433,7.4
England,2019 Q4 (end December),Thousands,Heavy goods vehicles,47.3,41.1,42.3,39.7,36.9,25.8,79.1,40.8,73.6,8.3,434.9,7.3
England,2020 Q4 (end December),Thousands,Heavy goods vehicles,32,46.4,40.3,40.5,38.9,34.3,79,31.5,71,7.5,421.5,7.3
England,2021 Q4 (end December),Thousands,Heavy goods vehicles,36.6,31.7,46.4,39.5,40.9,38.3,92.9,27.6,75.9,7.5,437.3,7.4
England,2022 Q4 (end December),Thousands,Heavy goods vehicles,39.1,35.9,31.3,45,38,38.4,106,28.8,74.2,7.2,444,7.5
England,2023 Q4 (end December),Thousands,Heavy goods vehicles,44,38.3,35.3,29.5,42.3,34.1,108,33.1,70.3,6.7,441.7,7.5
England,2024 Q4 (end December),Thousands,Heavy goods vehicles,43,43.1,37.7,33.1,28.5,38.6,107.9,34.2,68.1,6.5,440.7,7.5
England,2025 Q4 (end December),Thousands,Heavy goods vehicles,39.7,42.5,42.7,36.5,32.7,27.1,110.6,39.3,67.3,6.3,444.6,7.6
England,1994 Q4 (end December),Thousands,Light goods vehicles,142.9,120.7,120.5,116.4,162,198.7,584.9,179.9,148.9,27.2,"1,802.00",7
England,1995 Q4 (end December),Thousands,Light goods vehicles,152.5,137.6,116.1,114.6,113.8,156.5,623.2,205.7,146.9,31.6,"1,798.50",7.1
England,1996 Q4 (end December),Thousands,Light goods vehicles,163.1,147.6,132.5,108.2,109.3,108.3,634,240.2,170.1,33.9,"1,847.30",7.4
England,1997 Q4 (end December),Thousands,Light goods vehicles,183.2,157.2,143,125.5,105.3,106.5,581.1,282.7,187.4,36.3,"1,908.10",7.5
England,1998 Q4 (end December),Thousands,Light goods vehicles,198,175.5,153.4,137.3,122.6,101.2,502.1,326.9,206,40.4,"1,963.40",7.5
England,1999 Q4 (end December),Thousands,Light goods vehicles,198.6,188.8,170.9,148,134.8,118.9,421.3,357.9,229.5,45,"2,013.80",7.5
England,2000 Q4 (end December),Thousands,Light goods vehicles,212.2,191,186,166.9,144.3,130.1,393.8,343.4,249.7,49.4,"2,066.70",7.3
England,2001 Q4 (end December),Thousands,Light goods vehicles,233.1,204.6,185.2,177.9,162.7,138.5,414.2,283.9,277.5,54.2,"2,131.70",7.2
England,2002 Q4 (end December),Thousands,Light goods vehicles,237.1,225.7,195.9,179.1,173.1,157,443.4,228.2,298.3,59.7,"2,197.60",7
England,2003 Q4 (end December),Thousands,Light goods vehicles,258.8,230.6,217.2,185.3,174.2,167.8,492.5,197.5,294.8,69.1,"2,287.90",6.9
England,2004 Q4 (end December),Thousands,Light goods vehicles,276.4,256.4,221.6,207.5,182.7,169.3,542.7,204.7,280.5,79,"2,420.80",6.7
England,2005 Q4 (end December),Thousands,Light goods vehicles,265.2,272.4,246.5,212.4,203,177.7,577.7,217.6,265.3,85.5,"2,523.30",6.7
England,2006 Q4 (end December),Thousands,Light goods vehicles,269.7,259.2,261.3,231,204.8,194.4,602.1,231.8,242,85.5,"2,581.70",6.6
England,2007 Q4 (end December),Thousands,Light goods vehicles,279.6,263.5,249.1,245.6,225.9,198.4,636.2,261.5,238.5,86.2,"2,684.30",6.6
England,2008 Q4 (end December),Thousands,Light goods vehicles,242,273.9,255,235.4,238.8,216.3,657.9,283.2,239.1,83.2,"2,724.80",6.7
England,2009 Q4 (end December),Thousands,Light goods vehicles,157.2,239.3,268.1,246.6,234.2,235,709,295.8,251.6,80.5,"2,717.20",7.1
England,2010 Q4 (end December),Thousands,Light goods vehicles,189.3,154.8,231.6,252.8,239.2,228.2,770.4,308.6,272.7,80.6,"2,728.10",7.4
England,2011 Q4 (end December),Thousands,Light goods vehicles,223.1,186.7,152,220.1,248,233.6,805.7,330.1,289.7,77,"2,766.00",7.5
England,2012 Q4 (end December),Thousands,Light goods vehicles,204.7,219.2,181.5,142.7,214.4,242.4,839.8,366.5,307.2,74.1,"2,792.40",7.7
England,2013 Q4 (end December),Thousands,Light goods vehicles,233.4,200.4,213.5,171.2,139.2,209.6,862,421.4,333,72.8,"2,856.40",7.9
England,2014 Q4 (end December),Thousands,Light goods vehicles,274.5,226.6,194.8,197.4,165.8,135.8,835.7,469,383.5,72.2,"2,955.30",8
England,2015 Q4 (end December),Thousands,Light goods vehicles,315.9,267,218.4,180.3,190.3,160,745.2,495.9,443.4,72.5,"3,088.80",8
England,2016 Q4 (end December),Thousands,Light goods vehicles,319.7,309.4,257.8,205.8,175.4,186.3,678,513.1,515.9,72.9,"3,234.30",8
England,2017 Q4 (end December),Thousands,Light goods vehicles,307.7,310.7,297.9,243.6,199.2,169.2,632.1,517.4,580.5,71.6,"3,329.90",8
England,2018 Q4 (end December),Thousands,Light goods vehicles,307.7,302.3,302.4,283.8,236,192.2,601.5,499.1,633.3,71.5,"3,429.80",8.1
England,2019 Q4 (end December),Thousands,Light goods vehicles,311.2,298.3,293,285.2,272.9,227.4,648.4,422.2,692.4,71.1,"3,522.10",8.2
England,2020 Q4 (end December),Thousands,Light goods vehicles,254.8,309.6,293.5,279.8,278.3,265.6,713.8,376.6,759.8,69.5,"3,601.20",8.4
England,2021 Q4 (end December),Thousands,Light goods vehicles,305.4,248.7,305.6,282,274.3,270.2,794.4,379.6,823.1,70.8,"3,754.10",8.6
England,2022 Q4 (end December),Thousands,Light goods vehicles,243.4,299.2,246.2,294,273.5,267,889,406.9,830.3,70.2,"3,819.70",8.8
England,2023 Q4 (end December),Thousands,Light goods vehicles,293.3,238.4,292.3,233.2,278.7,262.8,951.2,424.3,838.6,68.9,"3,881.70",9
England,2024 Q4 (end December),Thousands,Light goods vehicles,298,287.5,233,273.6,219.8,266.1,976.6,456.1,861.4,67.9,"3,940.00",9.1
England,2025 Q4 (end December),Thousands,Light goods vehicles,271.6,294.5,278.6,220.1,264.1,212.9,986.2,536.5,877.4,66.9,"4,008.80",9.3
England,1994 Q4 (end December),Thousands,Motorcycles,40.3,30.4,30.8,34.5,40.5,38.8,122.4,82.4,169.2,46.1,635.4,11.8
England,1995 Q4 (end December),Thousands,Motorcycles,41.9,32.7,28.2,28.3,31.8,37.3,115.9,72,177.3,54.7,620.1,12.2
England,1996 Q4 (end December),Thousands,Motorcycles,52.8,33.7,29.9,25.6,26.1,29.3,117.6,67.3,198.1,70.7,651,12.9
England,1997 Q4 (end December),Thousands,Motorcycles,73.9,42.1,31.1,27.3,23.7,24.1,110.5,59,194.1,84.6,670.4,12.4
England,1998 Q4 (end December),Thousands,Motorcycles,96.3,61.1,40.6,29.3,26,22.5,102.8,56.4,196.9,96.2,728,11.8
England,1999 Q4 (end December),Thousands,Motorcycles,126.2,77.9,56.3,37.4,27.6,24.4,90.3,57.2,193.2,102.3,792.8,10.9
England,2000 Q4 (end December),Thousands,Motorcycles,143.6,99.8,72.1,51.8,34.7,25.5,81.4,58.7,186.3,102.4,856.3,10.1
England,2001 Q4 (end December),Thousands,Motorcycles,140.3,111.1,90.9,65,47.8,32.2,79.2,54.7,181.4,102,904.7,9.6
England,2002 Q4 (end December),Thousands,Motorcycles,130.2,111.3,99.8,82.4,60.9,45.1,88.1,49.3,182.1,105.5,954.8,9.5
England,2003 Q4 (end December),Thousands,Motorcycles,125.9,105.4,100.2,90.1,77.8,58.2,111.9,44.9,185.5,108.4,"1,008.30",9.4
England,2004 Q4 (end December),Thousands,Motorcycles,109.6,105.7,97.6,92.3,84.6,73.8,145.5,45.1,189.3,108.4,"1,051.90",9.6
England,2005 Q4 (end December),Thousands,Motorcycles,108.6,92.6,95.1,86.6,83.5,76.6,183.6,47.3,187.7,104.6,"1,066.10",9.8
England,2006 Q4 (end December),Thousands,Motorcycles,108.4,90.6,82.6,82.2,77.6,74.8,211.4,54,183.3,99.5,"1,064.40",9.9
England,2007 Q4 (end December),Thousands,Motorcycles,118.4,90.4,82.1,73.5,75.1,71.8,231.2,70,185.4,98.2,"1,096.20",10
England,2008 Q4 (end December),Thousands,Motorcycles,114.7,98.7,81,72.8,67.1,69,237.5,90.3,191.4,97,"1,119.50",10.2
England,2009 Q4 (end December),Thousands,Motorcycles,91,95.1,86.7,70.4,65.6,61.3,232,113.5,207,96.7,"1,119.30",10.9
England,2010 Q4 (end December),Thousands,Motorcycles,79.3,75.8,82.6,73.5,62,58.5,215.7,122.4,219.7,94.5,"1,083.90",11.4
England,2011 Q4 (end December),Thousands,Motorcycles,78.5,67.4,68.5,72.8,67.7,57.7,208.5,130.7,244.6,94.9,"1,091.40",11.9
England,2012 Q4 (end December),Thousands,Motorcycles,78.1,66.8,60.6,60.3,65.1,61.6,196.9,128.2,266.5,94.8,"1,078.90",12.3
England,2013 Q4 (end December),Thousands,Motorcycles,76.2,66.7,59.5,53.2,54.7,58.8,190.8,123.6,289.9,98.5,"1,072.00",13
England,2014 Q4 (end December),Thousands,Motorcycles,82.1,64.2,58.6,51.6,47.9,49.7,188.8,116,310.2,98.5,"1,067.60",13.3
England,2015 Q4 (end December),Thousands,Motorcycles,93,70.5,57,50.9,46.4,43.9,180.8,110.2,330.4,100.7,"1,083.80",13.5
England,2016 Q4 (end December),Thousands,Motorcycles,102.4,80,63.3,50.7,45.8,42.2,169.5,104.8,345.5,103.1,"1,107.30",13.5
England,2017 Q4 (end December),Thousands,Motorcycles,83.2,87.2,70.7,54.7,44.6,40.9,151.4,103.9,352.2,103.9,"1,092.60",13.8
England,2018 Q4 (end December),Thousands,Motorcycles,83.5,71.4,78.2,61.1,48.6,40.2,137,101.6,366.2,111.9,"1,099.70",14.4
England,2019 Q4 (end December),Thousands,Motorcycles,85.2,71.9,64.7,68,54.3,43.9,128.9,96,374.7,116.8,"1,104.40",14.8
England,2020 Q4 (end December),Thousands,Motorcycles,82.8,74.3,66.1,58.1,61.9,49.9,131.8,86.8,391.4,122.3,"1,125.40",15.1
England,2021 Q4 (end December),Thousands,Motorcycles,90,72.6,69.1,60.3,54.1,57.4,142.7,78.8,406.1,126.9,"1,158.00",15.3
England,2022 Q4 (end December),Thousands,Motorcycles,91.9,78.1,65.8,61.9,55.3,50.2,158.1,73.1,413.4,128.8,"1,176.60",15.5
England,2023 Q4 (end December),Thousands,Motorcycles,87.2,78.1,70.3,57.2,56,50.4,162.5,70.5,406.6,128,"1,166.80",15.7
England,2024 Q4 (end December),Thousands,Motorcycles,84.5,74.4,70.7,62,51.1,50.9,165.4,72.8,406.3,129,"1,167.00",16.1
England,2025 Q4 (end December),Thousands,Motorcycles,71.4,76.6,69.2,63.9,57.3,47.2,169.4,81.1,407.4,127.1,"1,170.70",16.3
England,1994 Q4 (end December),Thousands,Other vehicles,37.4,28,22.2,21.4,28.3,31.8,98.8,52.7,129.4,21.6,471.6,11
England,1995 Q4 (end December),Thousands,Other vehicles,38.2,31.7,26.1,20.6,19.9,25.7,92.8,49.9,115.6,32,452.5,10.7
England,1996 Q4 (end December),Thousands,Other vehicles,35.2,32.5,29.3,24,19.1,18.1,90.9,46.9,120.3,32.3,448.5,11
England,1997 Q4 (end December),Thousands,Other vehicles,32,30.6,31,27.6,22.8,17.8,83.1,46.6,122.4,33.2,447,11.2
England,1998 Q4 (end December),Thousands,Other vehicles,24.6,28,29.3,29.5,26.1,21.2,73.1,48.4,126.7,35,441.8,11.7
England,1999 Q4 (end December),Thousands,Other vehicles,25.4,21.4,26,27.1,27,23.1,65.6,48.1,127.6,35.1,426.4,12.2
England,2000 Q4 (end December),Thousands,Other vehicles,23.3,21.5,19.9,24,24.9,23.9,63,45.7,127.9,34.6,408.6,12.7
England,2001 Q4 (end December),Thousands,Other vehicles,24.3,19.5,19.9,18.4,21.9,22.4,67.3,39.1,131.4,34.5,398.7,13.2
England,2002 Q4 (end December),Thousands,Other vehicles,26.1,20.5,18.5,18.7,17.5,20.7,72.5,34.3,136.2,34.8,399.8,13.5
England,2003 Q4 (end December),Thousands,Other vehicles,27.6,22.4,19.4,17.5,17.9,16.6,74.5,32.9,139.9,35.7,404.5,13.7
England,2004 Q4 (end December),Thousands,Other vehicles,29.5,24,21.4,18.6,16.8,16.9,71.7,37,145,37,418,13.9
England,2005 Q4 (end December),Thousands,Other vehicles,29.1,25.4,22.4,19.8,17.4,15.7,66.7,41.8,147.5,37.8,423.4,14.2
England,2006 Q4 (end December),Thousands,Other vehicles,29.8,24.4,23.4,20.7,18.5,16,59.9,44.3,148.9,37.9,423.8,14.4
England,2007 Q4 (end December),Thousands,Other vehicles,34.5,25.4,22.6,21.8,19.6,17.2,55.6,44.3,152.5,49.2,442.7,14.5
England,2008 Q4 (end December),Thousands,Other vehicles,35.9,29.6,23.2,20.8,20.7,18.4,56,39.8,157.3,60.3,462,14.6
England,2009 Q4 (end December),Thousands,Other vehicles,32.2,30.3,27.1,21.4,19.4,19,57.1,35.7,164.3,69.2,475.8,15
England,2010 Q4 (end December),Thousands,Other vehicles,31.5,27.5,27.8,24.8,19.9,17.9,59.6,32.6,167.6,77.5,486.8,15.2
England,2011 Q4 (end December),Thousands,Other vehicles,35.9,27.7,25.2,25.5,23.2,18.7,61.8,32.3,170.5,84.6,505.4,15.3
England,2012 Q4 (end December),Thousands,Other vehicles,37.5,32.1,25.5,23.4,23.8,21.5,63.2,33.2,172.9,92.8,526,15.4
England,2013 Q4 (end December),Thousands,Other vehicles,36.5,34,29.6,23.4,21.8,22.3,66.6,35.1,175.2,96.8,541.4,15.5
England,2014 Q4 (end December),Thousands,Other vehicles,37.1,33.5,31.4,26.6,21.9,20.3,69.4,37,176.5,98.4,552,15.5
